est_diameter_min,est_diameter_max,relative_velocity,miss_distance,absolute_magnitude,hazardous
24,53,26258,53300099,25,0
53,118,31399,70391038,23,0
6,15,26475,23203374,27,0
58,130,105160,41452392,23,0
27,62,23237,56686533,24,0
8,18,13591,33185104,27,0
30,67,44600,11483725,24,0
160,358,72093,69710376,21,1
175,392,40679,33615421,20,0
38,85,65884,37735831,24,0
8,17,68275,159913,27,0
64,143,65764,48042397,23,0
13,31,21731,1681593,26,0
34,77,37759,49521113,24,0
14,32,49197,60743903,26,0
121,271,92277,61146021,21,1
305,682,60105,41569813,19,0
28,63,25834,18060652,24,0
9,20,61608,59376588,27,0
58,130,30663,5261901,23,0
21,47,36692,42829569,25,0
24,54,89490,63109981,25,0
44,98,22061,56395342,23,0
146,328,47280,46911952,21,0
211,472,52464,62118224,20,0
44,98,44232,4469085,23,0
20,45,48729,50827085,25,0
2,6,60152,53253541,29,0
69,156,15940,36567641,22,0
69,156,21094,30697855,22,0
96,215,72102,11945090,22,0
139,311,18474,16522230,21,0
43,98,59179,21034669,23,0
36,81,30504,7596877,24,0
26,58,22991,38387413,25,0
12,28,27459,45717474,26,0
22,49,34353,22024278,25,0
53,118,29757,11922458,23,0
36,82,26210,14455594,24,0
11,26,25943,5265118,26,0
120,270,62826,56972734,21,0
2,6,24894,44602453,29,0
13,31,51371,23934454,26,0
204,457,76922,70879340,20,0
291,651,22305,62697084,19,0
139,311,42669,22513100,21,0
80,179,63962,48132505,22,0
33,74,67184,26334787,24,0
20,45,28891,49868111,25,0
110,247,22363,53007408,21,0
33,74,26546,7108509,24,0
80,179,13138,43259980,22,0
41,93,21148,19028168,24,0
110,247,37035,60904091,21,0
113,253,47325,53380561,21,0
31,71,26718,17390713,24,0
93,209,77763,17406755,22,0
13,31,17129,32042837,26,0
5,12,75476,66549033,28,0
155,346,59347,20200628,21,0
63,142,38368,56963956,23,0
58,130,45764,32110880,23,0
152,342,26396,13410501,21,1
175,392,29364,10680435,20,1
8,19,21822,27269450,27,0
10,22,35783,13222246,27,0
12,28,8147,9135349,26,0
9,21,23250,5752301,27,0
25,56,45679,26158303,25,0
11,25,49700,38974264,26,0
80,180,49427,39251187,22,0
105,236,34233,65520367,22,0
119,266,36529,55170251,21,0
146,326,43613,49256198,21,1
16,35,26362,5533347,26,0
24,54,48899,1867024,25,0
73,163,75521,10411073,22,0
33,74,72298,73931579,24,0
101,227,14664,39318725,22,0
29,65,17364,6208239,24,0
14,32,27293,28034701,26,0
19,43,25038,6486490,25,0
123,276,88345,35236856,21,0
6,14,27977,260636,28,0
11,25,32693,2329192,26,0
9,22,26042,3202417,27,0
10,23,44190,32147237,27,0
12,27,46509,58730533,26,0
30,68,44039,17948482,24,0
14,32,43642,52344669,26,0
160,358,70489,39247658,21,1
192,430,25530,36378759,20,1
16,35,95002,61477972,26,0
2,4,33490,137430,30,0
42,94,38464,16030485,24,0
53,118,73711,13258944,23,0
35,78,74249,64472785,24,0
3,8,52144,37590090,29,0
63,142,53920,9570448,23,0
31,71,17941,19713308,24,0
9,21,13066,27636932,27,0
242,542,90405,46668034,20,0
46,103,23839,28350757,23,0
23,51,44321,9842824,25,0
24,54,16744,1884139,25,0
231,517,34521,17912611,20,1
10,24,54889,40488912,26,0
27,62,46660,2503442,24,0
53,118,21949,39796884,23,0
121,271,69808,8752809,21,1
12,26,79756,37195531,26,0
11,24,31262,18859591,26,0
38,85,47145,6673321,24,0
58,130,4036,51610625,23,0
89,199,110888,72516017,22,0
92,206,12159,41687897,22,0
8,19,46848,53485825,27,0
13,29,91058,55094596,26,0
19,43,40100,50274468,25,0
30,69,12560,65640228,24,0
14,32,44190,2572042,26,0
29,65,71354,65298031,24,0
6,14,38288,25043058,28,0
25,56,47465,45201644,25,0
76,171,71518,12231988,22,0
197,442,45273,64417544,20,0
7,17,75839,28168674,27,0
16,37,71218,57814561,26,0
31,71,31800,8797996,24,0
30,152,6579,37712595,24,0
6,15,20345,13680887,27,0
160,358,112350,40793805,21,1
253,567,59759,65887694,20,0
25,56,28407,4233459,25,0
31,71,95265,54607999,24,0
11,25,32483,34987059,26,0
167,375,53185,34962407,21,0
110,247,95116,50611392,21,1
48,108,25204,18049875,23,0
30,68,57185,16735418,24,0
53,118,94022,65326343,23,0
121,271,61848,22626707,21,0
5,12,48594,777334,28,0
18,41,22089,3979179,25,0
60,136,19555,42373482,23,0
8,17,17369,34568390,27,0
5,12,11048,16891271,28,0
15,34,75382,35527219,26,0
16,36,13068,14309654,26,0
26,59,48506,24869083,25,0
24,54,46057,53585409,25,0
108,243,29877,44464090,21,0
1,4,47795,33587746,30,0
19,43,81831,63927431,25,0
167,375,72599,73380124,21,1
231,517,41975,43375792,20,0
8,17,66181,65846713,27,0
40,89,23563,8380749,24,0
13,31,39973,60939787,26,0
24,54,21719,3363377,25,0
139,311,3041,39400328,21,0
14,33,44351,5357440,26,0
141,316,31138,30827976,21,0
11,25,37463,30922615,26,0
227,508,100722,43423933,20,0
24,55,24860,10530081,25,0
18,41,23164,5910761,25,0
53,118,45516,2717473,23,0
12,27,28573,1658189,26,0
152,340,59143,46349050,21,1
148,332,52190,54261428,21,1
14,31,65522,47704731,26,0
22,50,45540,73327410,25,0
27,62,28936,27453665,24,0
66,149,8285,28875309,23,0
23,51,51770,63240877,25,0
60,136,58866,67058011,23,0
25,56,40130,29643211,25,0
211,472,57106,46293944,20,1
20,45,23972,16364724,25,0
30,68,59573,73374128,24,0
18,41,60384,71456523,25,0
46,103,57114,25539420,23,0
22,49,100298,68579604,25,0
190,426,25012,11232247,20,0
140,313,43069,8874011,21,1
4,9,53418,62425607,29,0
10,23,26021,33902901,27,0
167,375,45646,65091905,21,0
21,47,26639,55466861,25,0
92,206,55735,60350294,22,0
46,103,25726,18166946,23,0
25,56,50677,47005089,25,0
56,127,30138,32374822,23,0
26,59,13803,23080551,25,0
245,549,48875,35806843,20,0
4,9,45747,16640630,29,0
133,297,60524,19298175,21,0
9,21,33574,35815028,27,0
23,51,16639,35200649,25,0
116,259,54456,36504146,21,1
22,49,26388,4798278,25,0
25,56,23160,3092332,25,0
92,206,110015,11463037,22,0
183,411,24658,64472863,20,0
13,29,23267,5768547,26,0
96,216,78701,26950336,22,0
8,19,43995,21650572,27,0
15,34,60307,47360863,26,0
44,98,59427,41304558,23,0
12,27,46519,35933976,26,0
24,54,45899,31905561,25,0
80,179,18235,58714012,22,0
11,24,65033,51709344,26,0
3,7,19928,56998573,29,0
22,51,26562,32827782,25,0
101,225,70306,72425530,22,0
55,124,45979,39682067,23,0
96,215,74161,40828728,22,0
31,71,50411,53431487,24,0
241,539,84776,38544979,20,0
139,311,39664,54352093,21,1
33,74,35917,19599765,24,0
8,18,26602,68403560,27,0
15,34,32531,2901636,26,0
110,247,67808,26355132,21,0
29,65,26922,12950023,24,0
211,472,69073,34903440,20,0
221,494,27614,27715733,20,0
17,38,24027,8421359,25,0
23,51,45953,52191147,25,0
146,326,61536,38639093,21,0
139,311,38428,15228618,21,1
30,68,35021,18255252,24,0
242,542,41842,52641949,20,1
23,51,49923,2994904,25,0
44,187,46813,8776447,23,0
192,430,45273,47444325,20,0
200,448,41469,28150861,20,0
53,118,41260,39821883,23,0
50,113,54193,40592566,23,0
39,88,20629,43675579,24,0
177,396,26847,54090080,20,1
112,251,54498,23301717,21,0
12,27,51371,70118487,26,0
133,299,41313,62398771,21,0
50,113,65131,15640624,23,0
52,117,51042,23686748,23,0
92,206,14693,39452268,22,0
66,149,18987,44253184,23,0
33,74,16983,49341667,24,0
33,74,20771,8939092,24,0
5,11,30273,605607,28,0
25,56,35851,3021907,25,0
33,74,72155,72072049,24,0
160,358,90738,13460599,21,0
118,265,32270,69129743,21,1
23,51,66679,54431329,25,0
192,430,20470,72945608,20,0
3,8,30725,35095969,29,0
14,32,23343,789511,26,0
63,142,38936,23739586,23,0
27,62,40516,34105456,24,0
120,269,40081,27161830,21,0
23,51,65405,60082267,25,0
76,171,11155,34757735,22,0
69,156,29863,73842338,22,0
14,32,44888,31343106,26,0
46,103,19944,43336455,23,0
121,271,49584,63243130,21,1
4,10,3942,22224440,28,0
175,392,48594,46167458,20,1
19,43,22223,9123098,25,0
18,41,45987,44218454,25,0
12,28,21943,5579719,26,0
2,5,63367,21705,30,0
63,142,59729,44993011,23,0
201,450,66916,59189382,20,1
55,124,31835,30455245,23,0
12,28,46191,1002462,26,0
160,358,16058,74495453,21,0
185,414,12120,55911203,20,0
46,103,23166,62785606,23,0
25,56,59813,21262040,25,0
265,594,100158,38195767,20,0
11,24,53681,49902264,26,0
8,19,40073,2119233,27,0
29,65,23274,11802286,24,0
84,187,26480,69008775,22,0
33,74,30610,12701600,24,0
231,517,44873,49565501,20,0
175,392,28950,12049220,20,0
29,65,17492,40591559,24,0
221,494,25729,22785049,20,0
15,34,47727,19733446,26,0
152,342,32706,73832567,21,0
13,31,21600,18483834,26,0
78,174,51853,57377536,22,0
305,682,41304,13677942,19,0
14,32,16531,53074569,26,0
55,124,57762,36898645,23,0
86,192,69338,15892490,22,0
50,113,36624,6917579,23,0
11,24,50682,41577866,26,0
139,311,84858,72883631,21,0
14,32,33942,33992841,26,0
166,371,44190,38010779,21,0
68,153,60111,33052126,22,0
60,136,50893,9732734,23,0
53,119,39184,921311,23,0
10,22,79554,66260596,27,0
5,13,47990,62486409,28,0
18,41,50911,42729491,25,0
101,225,39009,54894722,22,0
46,103,64127,40252944,23,0
77,172,30607,35684476,22,0
15,34,64045,54086213,26,0
50,113,19343,35968968,23,0
20,45,25569,5401308,25,0
76,171,111966,68104106,22,0
22,49,8810,10604000,25,0
24,54,79035,20024373,25,0
183,411,41815,72295498,20,0
15,34,57169,56746754,26,0
35,78,65168,3972636,24,0
23,51,13327,45991285,25,0
18,41,46190,3714894,25,0
183,411,64313,33714172,20,1
10,22,75253,66894101,27,0
20,45,16134,1212884,25,0
21,47,24107,41021606,25,0
50,113,65598,22442058,23,0
22,50,47478,46296880,25,0
35,78,52509,8449375,24,0
11,24,42418,31941459,26,0
139,311,64201,62378473,21,0
5,11,49717,24581363,28,0
9,20,10942,2730963,27,0
291,651,61099,58644827,19,0
14,32,79701,68086340,26,0
121,271,42074,46642719,21,0
42,94,29008,14332970,24,0
80,179,18967,22927997,22,0
249,557,62729,64044742,20,0
23,51,17958,24079001,25,0
62,139,23962,9020168,23,0
31,71,66479,21000378,24,0
100,224,38729,38081937,22,0
101,225,21485,33916560,22,0
11,24,77500,29894581,26,0
2,6,31360,71459532,29,0
94,210,43725,72816096,22,0
279,625,58907,27203389,19,0
17,38,60368,40789089,25,0
28,63,81565,1134358,24,0
153,343,26755,40391140,21,0
131,293,71564,63630597,21,0
167,375,35449,65305342,21,0
88,196,28494,42888586,22,0
63,142,77529,66842212,23,0
98,219,54006,52880318,22,0
6,14,64197,20739510,28,0
264,591,31686,73219883,20,0
7,17,47254,63591633,27,0
10,22,73618,71737843,27,0
5,108,37096,46250288,28,0
50,112,28152,32995133,23,0
26,58,23777,10646526,25,0
16,35,22611,19264686,26,0
214,478,46053,31640193,20,0
92,206,41830,7305506,22,0
41,92,76445,60125949,24,0
133,297,15716,51646261,21,1
84,187,32339,39032966,22,0
147,329,48904,48044964,21,0
21,47,39459,52938745,25,0
8,18,25448,39827249,27,0
50,113,15470,36040706,23,0
146,326,9553,54026845,21,0
11,25,80397,1993842,26,0
18,41,29382,73122377,25,0
146,326,42078,36910962,21,0
6,14,49688,30279808,28,0
63,142,21661,49488202,23,0
13,29,28498,5558163,26,0
139,311,14845,43048492,21,0
2,4,75537,34018564,30,0
73,163,12688,66930762,22,0
9,21,44042,40835933,27,0
50,113,53806,46492126,23,0
96,215,42024,47824415,22,0
6,13,35947,14766667,28,0
167,375,76994,42629147,21,1
11,25,77883,1446040,26,0
83,187,43283,9781592,22,0
201,450,14449,69323283,20,0
101,225,67427,61002455,22,0
74,166,39907,67650006,22,0
26,59,22218,10154194,25,0
121,271,41941,44542572,21,0
25,55,62816,42507447,25,0
92,206,66541,54613395,22,0
305,682,64831,15139620,19,1
300,673,89359,15460006,19,1
13,29,55270,3024018,26,0
155,348,16048,50838170,21,0
48,108,48525,38194633,23,0
44,98,24311,30962886,23,0
96,215,6049,38621096,22,0
33,74,55390,49214574,24,0
36,82,70151,4027962,24,0
8,18,43459,60373002,27,0
92,206,40875,8687241,22,0
160,358,42835,10263492,21,1
10,23,49587,64120284,27,0
4,8,47561,56856063,29,0
16,37,25760,3217012,26,0
228,510,45114,23610854,20,0
12,28,45849,72007527,26,0
30,68,23028,11227687,24,0
183,411,54335,32909985,20,0
22,49,29156,70397170,25,0
112,252,61918,56114810,21,1
11,25,12655,35097612,26,0
21,47,23380,52546269,25,0
48,108,58695,70922099,23,0
11,25,55443,51748130,26,0
241,539,92945,49792705,20,0
18,40,16185,30698171,25,0
24,54,23476,28516916,25,0
38,85,33633,5914201,24,0
48,108,44005,14457288,23,0
39,87,15126,2699296,24,0
48,108,27809,60286981,23,0
121,271,50641,59723386,21,0
48,108,17153,13065016,23,0
17,39,25235,4738732,25,0
13,30,26778,8160221,26,0
12,27,53550,2549213,26,0
36,82,48881,27716011,24,0
23,51,67126,67275291,25,0
88,196,54341,40924439,22,0
66,149,68732,66521123,23,0
58,130,24810,17486144,23,0
23,51,26941,34093576,25,0
76,259,54435,62140176,22,0
211,472,84494,31633223,20,1
55,124,40401,50691317,23,0
242,542,53884,9979324,20,1
93,209,64599,46169020,22,0
30,68,12792,17689258,24,0
201,450,90917,71555884,20,0
101,225,88264,73069770,22,0
121,271,60686,41605446,21,0
8,19,26857,5598057,27,0
16,37,63810,60764555,26,0
36,82,30949,2043925,24,0
152,342,47168,57832062,21,0
114,257,47524,48081541,21,0
69,156,961,42334678,22,0
13,31,14234,5954895,26,0
152,342,43546,34901187,21,0
127,284,34935,20329203,21,1
11,24,15062,19173143,26,0
40,89,50135,47172539,24,0
35,78,46849,39433905,24,0
4,10,20335,15383263,28,0
44,98,110981,469411,23,0
29,65,50532,71172754,24,0
60,136,69410,25648379,23,0
211,472,71285,68227411,20,0
18,41,92224,57232715,25,0
44,100,27423,8905293,23,0
34,77,46232,8796823,24,0
167,375,38029,62564388,21,1
221,494,58652,37095100,20,0
133,297,108675,72778234,21,0
46,103,34823,12722496,23,0
82,183,44190,72005488,22,0
92,206,46255,33670924,22,0
183,411,105394,74330036,20,1
8,19,61648,47441261,27,0
18,41,53098,5859867,25,0
9,21,19345,48772154,27,0
127,284,48720,43173494,21,0
60,136,24389,56247961,23,0
48,108,70141,62801994,23,0
242,542,70184,63155117,20,0
21,47,27719,6359158,25,0
152,342,35436,69082743,21,0
231,517,48856,55694096,20,0
8,18,13123,21687148,27,0
33,74,49505,20032980,24,0
58,130,26096,24097360,23,0
7,17,43167,54095679,27,0
5,11,28526,73257884,28,0
18,41,19888,6060447,25,0
69,156,26525,56866591,22,0
17,39,30863,5949600,25,0
13,29,30933,35998593,26,0
66,149,82974,42340077,23,0
183,411,31372,28341099,20,0
258,578,56458,59507064,20,0
16,36,17201,54322827,26,0
12,27,29141,39502615,26,0
175,392,16544,72073300,20,0
221,494,52852,28594043,20,0
50,113,45609,32175354,23,0
75,169,35525,12548104,22,0
22,49,61353,61479480,25,0
7,16,20494,13235573,27,0
116,259,90216,37640784,21,1
16,35,30150,4408369,26,0
14,32,42320,7670576,26,0
221,494,36844,66878776,20,0
127,284,57246,11423937,21,1
4,9,18192,17218379,28,0
9,20,52713,1263794,27,0
13,29,35223,30646730,26,0
14,32,26445,2142120,26,0
63,142,47717,24750448,23,0
60,135,59028,23214702,23,0
6,13,35463,43617794,28,0
18,41,26006,59811671,25,0
9,20,46495,62135365,27,0
22,50,61405,49851924,25,0
60,136,64577,54386318,23,0
231,517,65246,67665754,20,0
121,271,48072,64036281,21,1
13,30,33273,9715527,26,0
60,136,33741,4030069,23,0
231,517,47830,68842956,20,0
29,65,33141,4667104,24,0
101,225,57879,54645683,22,0
11,24,31542,43100933,26,0
96,215,79986,60636471,22,0
22,50,73740,67547218,25,0
23,51,42069,35922223,25,0
291,651,68221,59935188,19,0
12,28,33461,28431688,26,0
101,227,26916,68179659,22,0
46,103,23810,40678470,23,0
80,179,14676,43546548,22,0
40,90,27256,11865818,24,0
175,392,107290,68202016,20,1
38,85,15463,21739053,24,0
10,22,36974,55452597,27,0
4,10,35105,32632838,28,0
76,171,59035,61550856,22,0
12,27,25613,29862712,26,0
23,51,10194,47813127,25,0
13,29,66892,68426822,26,0
139,311,81277,25549452,21,0
17,39,26657,11531170,25,0
66,149,34578,44617714,23,0
116,259,113664,48760259,21,1
259,580,49068,42855582,20,1
30,68,14482,40514173,24,0
116,259,25304,58811765,21,1
88,196,75828,31097092,22,0
18,41,34986,4237191,25,0
24,54,53200,40325541,25,0
133,297,15482,51981655,21,0
26,59,19629,19796219,25,0
96,215,39586,8477660,22,0
22,49,10880,15339254,25,0
9,21,14926,4165046,27,0
22,49,65259,70882758,25,0
21,47,26175,4176099,25,0
258,578,109340,45534581,20,0
18,41,50849,56485068,25,0
192,430,94989,47516552,20,0
16,35,57602,67821038,26,0
236,529,65640,43821650,20,1
21,47,30865,3573304,25,0
163,364,66544,69654273,21,0
5,11,34003,123833,28,0
188,420,46798,16333594,20,1
84,189,40841,31681284,22,0
42,94,45501,19211988,24,0
123,276,27869,39398986,21,0
96,215,66394,74075627,22,0
92,206,27223,41546893,22,0
146,326,29726,15441290,21,0
10,22,54534,1360105,27,0
5,12,43208,37562619,28,0
107,241,32033,32486558,21,0
26,59,63419,50298091,25,0
29,65,41062,23360485,24,0
23,51,19816,12419530,25,0
124,277,31688,46762675,21,1
12,28,21102,3724414,26,0
13,29,57378,58541927,26,0
21,47,14185,26758318,25,0
49,110,45868,28817675,23,0
7,16,32016,24153559,27,0
69,156,75649,38438746,22,0
88,196,34329,48033614,22,0
195,436,35278,66167271,20,0
13,29,49182,874724,26,0
50,113,44042,23494341,23,0
192,430,22358,29477149,20,1
146,326,11423,37639144,21,0
36,82,21858,55119821,24,0
80,179,42965,40399730,22,0
36,82,52060,34768594,24,0
174,390,101739,68767481,20,1
172,385,56665,52151210,20,1
101,225,71340,49617787,22,0
42,94,30191,61436906,24,0
16,37,14789,5487833,26,0
44,98,31380,8855423,23,0
42,94,33096,38009452,24,0
60,136,82870,31364567,23,0
16,35,52048,1590252,26,0
66,149,7389,49974302,23,0
11,24,16456,20634533,26,0
15,34,29010,14411007,26,0
11,24,82880,73441296,26,0
19,43,38223,2100360,25,0
6,15,11844,68345919,27,0
192,430,94474,60153383,20,0
17,39,20161,39942006,25,0
116,259,29439,35888178,21,1
82,184,99733,27158978,23,0
69,156,31456,7495632,22,0
42,94,63688,24905345,24,0
24,54,21374,43036486,25,0
15,34,29705,4659472,26,0
35,78,41275,66711127,24,0
53,118,36466,22005368,23,0
133,297,57462,49230909,21,1
263,588,84946,72394073,20,0
15,34,48794,60280919,26,0
92,206,46120,17543404,22,0
27,62,39834,9691405,24,0
167,375,87581,71996202,21,0
33,75,70374,74143131,24,0
25,56,41068,5863116,25,0
33,74,90271,30645990,24,0
11,26,36707,23407433,26,0
99,221,65433,58962695,22,0
11,25,10104,6067235,26,0
6,14,24814,1042584,28,0
204,457,30242,63694442,20,0
14,31,30357,2223438,26,0
12,28,42716,6382161,26,0
10,22,49885,47696956,27,0
46,103,26340,52772905,23,0
5,12,11867,18430521,28,0
242,542,50202,30235648,20,0
242,542,73791,71684464,20,0
21,47,53055,41582047,25,0
155,346,7223,39261380,21,0
318,711,108011,23358222,19,1
3,8,28124,60617951,29,0
185,414,55112,46441741,20,0
35,78,66945,66632403,24,0
16,35,37390,57348560,26,0
9,21,15404,39764123,27,0
192,430,45454,58390562,20,0
6,14,18898,32301868,28,0
175,392,41971,44766176,20,0
15,34,78091,72111515,26,0
88,196,52763,23074251,22,0
23,52,23664,12780471,25,0
16,35,28842,5344585,26,0
65,145,17975,31013368,23,0
63,142,69890,25417116,23,0
88,196,84575,45630259,22,0
10,23,46387,1430409,27,0
116,259,77664,61763240,21,1
55,124,80502,53864014,23,0
14,32,57030,67350634,26,0
29,65,28335,12401398,24,0
39,87,23905,6963811,24,0
22,49,59675,4508301,25,0
63,142,45271,43562937,23,0
18,41,44190,11974608,25,0
73,163,27562,41879835,22,0
6,14,44105,16702165,28,0
127,284,25339,71269377,21,0
32,73,72762,55477101,24,0
88,196,9996,41709246,22,0
4,10,40200,25110556,28,0
38,85,81144,62271643,24,0
38,85,50974,50389882,24,0
48,108,19279,35713839,23,0
231,517,38137,22869737,20,1
110,247,34597,69146511,21,0
4,10,36014,29542383,28,0
12,27,55706,61548603,26,0
42,94,35738,3076282,24,0
29,65,37402,2429087,24,0
5,12,37169,13605799,28,0
14,32,17932,36271245,26,0
20,45,30864,4733074,25,0
16,37,27660,30668423,26,0
305,682,53597,49474332,19,0
16,35,17558,10148919,26,0
6,14,30528,38199296,28,0
55,124,38626,46735199,23,0
69,156,21394,46988905,22,0
2,5,73658,47975831,30,0
201,450,36329,19455560,20,0
201,450,89604,49047839,20,1
183,411,39985,62479842,20,1
18,41,46233,45342106,25,0
39,87,106065,69783183,24,0
69,156,41006,51633587,22,0
18,41,30500,10202196,25,0
20,45,9586,7136860,25,0
6,14,26647,65221756,28,0
16,35,25077,34215355,26,0
242,542,50999,68665736,20,1
53,118,27457,24734241,23,0
19,43,17823,48964846,25,0
73,163,72803,19653516,22,0
63,142,60983,21842572,23,0
242,542,89553,39679689,20,1
73,163,51368,16066661,22,0
9,21,74493,12184213,27,0
19,43,11496,2528594,25,0
16,37,33791,24271103,26,0
33,74,27880,22678098,24,0
146,328,48338,28202092,21,1
16,37,64308,47736058,26,0
30,67,23159,63345487,24,0
60,136,25793,13227075,23,0
31,71,33181,27172587,24,0
155,346,52848,55310184,21,0
116,259,83439,44211562,21,1
116,259,35401,70171911,21,0
9,21,99727,68311330,27,0
38,85,25134,14567747,24,0
21,47,84608,64064650,25,0
24,54,8174,9980806,25,0
13,31,30648,68442063,26,0
44,98,67172,46349698,23,0
6,15,58408,41652388,27,0
24,54,26949,17484008,25,0
127,284,68503,68184107,21,0
14,32,32699,7524095,26,0
58,130,75249,68694980,23,0
133,297,19672,70796615,21,0
15,35,53505,26881891,26,0
13,29,25988,64318473,26,0
80,179,29793,42574970,22,0
278,622,104468,23526683,19,0
23,51,27337,4364731,25,0
16,36,33839,23080087,26,0
58,130,38679,30759154,23,0
53,118,25063,34479708,23,0
3,8,40670,31572811,29,0
13,31,87857,68206599,26,0
9,20,16565,2628062,27,0
60,136,64346,17265569,23,0
46,103,22948,16053883,23,0
8,19,55550,64727702,27,0
33,74,28183,7022651,24,0
9,21,34743,52856201,27,0
3,7,15403,885705,29,0
40,89,27043,23960713,24,0
159,356,34739,54477011,21,0
16,37,56175,60680556,26,0
271,608,44238,28144359,19,0
10,22,10489,1717176,27,0
8,18,34674,22782288,27,0
20,45,26854,62603499,25,0
55,124,21080,73708823,23,0
25,56,28716,10106391,25,0
152,342,103755,20739176,21,0
105,236,57200,74259611,22,0
22,49,53513,8366211,25,0
146,326,67514,38448560,21,0
55,124,61136,73938781,23,0
144,323,65510,64249622,21,0
99,222,27390,9631610,22,0
84,187,66299,8468163,22,0
16,35,45212,24515046,26,0
20,45,38226,49705764,25,0
42,94,31969,20984619,24,0
24,54,15424,10788101,25,0
22,49,24024,29761749,25,0
30,68,41576,33755276,24,0
225,503,59708,65226214,20,0
2,4,58031,49471434,30,0
84,187,80420,14884990,22,0
12,28,23553,37764491,26,0
14,32,35313,2625726,26,0
291,651,80174,49108052,19,0
60,136,47314,64509943,23,0
11,25,27559,1470731,26,0
69,156,62968,52472509,22,0
36,82,48680,2251570,24,0
19,43,44656,17948219,25,0
19,43,25443,55743697,25,0
8,18,27915,38800959,27,0
1,2,64371,60667756,31,0
26,59,40452,6862444,25,0
50,113,50913,7560705,23,0
36,82,52669,37136375,24,0
103,231,39383,20357948,22,0
175,392,49301,58698015,20,0
31,71,35308,839815,24,0
217,485,48415,67369668,20,0
256,572,81463,70997164,20,1
121,271,33889,8537037,21,1
231,517,62575,51084547,20,0
22,49,64531,9167132,25,0
60,134,49528,20382454,23,0
92,206,43935,62992038,22,0
40,89,29693,18907703,24,0
26,59,23444,16190308,25,0
29,65,23334,10936054,24,0
38,85,47686,21150056,24,0
18,42,19383,2810286,25,0
104,234,34013,72003011,22,0
8,19,30634,51517507,27,0
152,342,33814,11864758,21,1
35,78,83874,4376699,23,0
263,588,38955,42105996,20,0
37,83,25935,68941689,24,0
44,98,25966,63010680,23,0
31,71,40687,3632599,24,0
69,156,37747,54449888,22,0
30,68,26436,65117731,24,0
21,47,22415,71108664,25,0
66,149,57948,57572164,23,0
139,311,50949,63172165,21,1
12,27,30704,4924521,26,0
175,392,41036,21262646,20,0
242,542,80030,8158983,20,1
66,149,42799,23337478,23,0
8,18,19665,2248689,27,0
55,124,19618,56141970,23,0
110,247,96644,53265289,21,1
15,34,70831,56866506,26,0
15,34,44060,40771987,26,0
211,472,31771,44520339,20,0
31,71,33104,31397089,24,0
42,94,23402,68810636,24,0
133,297,74839,30723570,21,0
14,118,33675,70665063,26,0
192,430,88909,42391917,20,0
6,13,25284,54895936,28,0
52,117,54957,17019972,23,0
3,8,43791,1712749,29,0
11,25,30285,36151121,26,0
38,85,9116,61044125,24,0
7,17,33667,761666,27,0
15,35,60213,49044411,26,0
105,236,32722,42065089,22,0
79,177,55585,69447215,22,0
231,517,90857,66608501,20,1
61,137,35850,19300201,23,0
12,27,59883,1987934,26,0
66,149,91311,38793019,23,0
35,78,33309,10658704,24,0
80,180,30488,52530629,22,0
10,23,18694,22758541,27,0
17,39,28874,62198182,25,0
152,342,12136,43222047,21,0
92,206,30446,16702889,22,0
22,49,69922,69342576,25,0
11,25,33724,43674055,26,0
36,82,47086,51180732,24,0
16,37,25769,31910598,26,0
7,16,31038,1525970,27,0
10,22,17223,12977957,27,0
146,326,41453,53207697,21,0
63,142,27918,74377606,23,0
10,22,27561,58403776,27,0
69,156,67049,56617723,22,0
10,23,20551,33274542,27,0
163,364,91664,9687732,21,1
5,13,39047,52075155,28,0
13,30,72349,23148624,26,0
192,430,46014,46036556,20,1
36,82,12849,30023950,24,0
9,21,64309,453728,27,0
77,172,49009,23731785,22,0
7,17,31629,1817270,27,0
8,19,62529,69837068,27,0
41,93,71402,74271175,24,0
20,45,48996,59206292,25,0
22,49,13923,52797644,25,0
21,47,11779,8772202,25,0
242,542,74446,61029602,20,0
167,375,13139,56906995,21,0
60,136,36101,54973498,23,0
229,512,57342,35151555,20,0
63,142,4108,39665950,23,0
19,44,34115,2236214,25,0
8,19,56856,41726566,27,0
25,56,33161,45960263,25,0
53,118,22007,10779848,23,0
88,196,32183,9940699,22,0
58,130,55380,70168246,23,0
278,622,47459,72641652,19,1
2,6,17094,101270,29,0
180,403,35954,61676754,20,0
63,142,26027,11465521,23,0
305,682,86065,57285178,19,0
167,375,112927,71009887,21,0
253,567,39114,46580432,20,0
5,13,26420,172516,28,0
18,42,61131,72871664,25,0
17,39,29733,4076510,25,0
12,28,54253,62429035,26,0
38,85,52986,36164766,24,0
22,49,74553,45675832,25,0
25,56,18999,47869022,25,0
116,259,23802,35008630,21,0
221,494,58623,63633191,20,0
50,113,8864,26833892,23,0
46,103,29779,29807132,23,0
9,20,36637,1278033,27,0
60,136,14642,28099350,23,0
81,181,81919,31973618,22,0
25,56,62001,57848713,25,0
58,130,22504,18965637,23,0
127,284,19283,55384420,21,0
29,66,43891,11511690,24,0
8,17,70440,17666095,27,0
36,82,49958,27537099,24,0
305,682,95061,61738863,19,0
192,430,23145,35622728,20,1
192,430,8108,42818418,20,0
98,219,113359,53391485,22,0
192,430,17951,41700766,20,0
